,created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1,created_at
,2020-07-09 11:23:56,Liverpool,74420,514,Liverpool FC,Leeds,2,F365,#liverpoolfc OR #YNWA OR #LFC,RT @planetfutebol: There have been a lot. #LFC   https://t.co/rg1SdlEcE9,1281187326341918720,Football365,0.0,EPL,Liverpool,
,2020-07-09 11:23:52,Liverpool,118,122,Liverpool FC,Hartlepool,176,howlett_is_me,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281187311380725760,Nicky Howlett,0.8176,EPL,Liverpool,
,2020-07-09 11:23:41,Liverpool,176,889,Liverpool FC,,42,SportsAddict8,#liverpoolfc OR #YNWA OR #LFC,"RT @LynchStandard: In a week that has been dominated by Thiago talk, Naby Keita reminds everyone that #LFC have a £50m midfielder they have…",1281187264152760325,Fields of Anfield Rd,0.0,EPL,Liverpool,
,2020-07-09 11:23:36,Liverpool,62031,52264,Liverpool FC,Overseas,0,Waylin666,#liverpoolfc OR #YNWA OR #LFC,"If so, then why do woMan United fans chant ""20 times"" 🤔  Y'all the most delusional sets of fans 😂 even downplaying… https://t.co/uM7g6REkPd",1281187240903917569,Voldemort 🎮,0.4215,EPL,Liverpool,
,2020-07-09 11:23:35,Liverpool,1,28,Liverpool FC,,147,GilbertGyamfi3,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187236441194502,Gilbert Gyamfi,0.4574,EPL,Liverpool,
,2020-07-09 11:23:33,Liverpool,52,1338,Liverpool FC,BENGALURU,368,spandana_hk,#liverpoolfc OR #YNWA OR #LFC,"RT @LFC: Trent Alexander-Arnold outlined #LFC's desire to resume the season in ""sharp"" condition after contact training as a full group beg…",1281187229151313921,Spandana,0.4019,EPL,Liverpool,
,2020-07-09 11:23:28,Liverpool,1134,1948,Liverpool FC,"Liverpool, England",40,KAGSY6,#liverpoolfc OR #YNWA OR #LFC,RT @LiverpoolFF: Alisson Becker has only lost one game at Anfield in his career!  It came 27 months ago... When he was playing for Roma aga…,1281187210268721152,KAGSY💄💅,-0.2003,EPL,Liverpool,
,2020-07-09 11:23:18,Liverpool,5800,5986,Liverpool FC,Liverpool,4,redsnoopdogg,#liverpoolfc OR #YNWA OR #LFC,RT @LFCAnfield19: A message from Big V @VirgilvDijk 👌🥰 #LFC 🏆 https://t.co/oqLcG0XgYb,1281187165276385280,paul malone *19 champions,0.0,EPL,Liverpool,
,2020-07-09 11:23:17,Liverpool,2252,1928,Liverpool FC,,31,D_oluwale,#liverpoolfc OR #YNWA OR #LFC,"RT @JamesPearceLFC: Didi Hamann tells @TheAthleticUK:  ""You don’t want to lose that balance but for me there should always be room for some…",1281187160885014531,Oluwale Aderinto,-0.1779,EPL,Liverpool,
,2020-07-09 11:23:13,Liverpool,2402,3491,Liverpool FC,,12,TipTheFooty,#liverpoolfc OR #YNWA OR #LFC,"RT @CraigEvans_LFC: Thanks to the generosity of supporters buying @mcveigh_owen t-shirts and products from @LFCRetail, £56,000 has been don…",1281187143851880449,TipTheFooty,0.8442,EPL,Liverpool,
,2020-07-09 11:23:00,Liverpool,23934,1292,Liverpool FC,Leeds,0,SportingLifeFC,#liverpoolfc OR #YNWA OR #LFC,🔥 Salah shines in Liverpool win ⭐️ Five-star City return to winning ways 💪 Egan nets late winner for Sheff United 💜… https://t.co/hAUi6evXGT,1281187090118651905,Sporting Life Football,0.93,EPL,Liverpool,
,2020-07-09 11:22:57,Liverpool,434,101,Liverpool FC,Rajod,147,JeetBairagi1,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187076554158081,Jeet Bairagi,0.4574,EPL,Liverpool,
,2020-07-09 11:22:55,Liverpool,64,1801,Liverpool FC,,147,armandodiego36,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187070791372805,Armando Diego Martins Farias,0.4574,EPL,Liverpool,
,2020-07-09 11:22:50,Liverpool,478,264,Liverpool FC,,181,dantheman266,#liverpoolfc OR #YNWA OR #LFC,"RT @JamesPearceLFC: Klopp on Henderson knee injury: ""I don't know how serious it is. I didn't see it back but I know it will not be nothing…",1281187049748348928,Daniel Chatry,-0.1996,EPL,Liverpool,
,2020-07-09 11:22:31,Liverpool,82,618,Liverpool FC,"Cork, Ireland",428,Leonlucey2001,#liverpoolfc OR #YNWA OR #LFC,RT @AXA_Ireland: We have 5 @LFC training shirts signed by Caoimhín Kelleher to giveaway! RT to enter.  Watch the full video of the intervie…,1281186968718708738,#6🔴🏆,0.0,EPL,Liverpool,
,2020-07-09 11:22:23,Liverpool,370,613,Liverpool FC,,147,melfeky81,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281186934501658624,mohamed elfeky,0.4574,EPL,Liverpool,
,2020-07-09 11:22:22,Liverpool,1705,3184,Liverpool FC,"Ibadan, Nigeria",2,FaleyeTS,#liverpoolfc OR #YNWA OR #LFC,"RT @LFCSirHendo: End of 2016 season we finished 8th! 4 years later  🏆 Current League, World, European Champions 🔴Fastest to win league (30…",1281186930756108295,PREMIER LEAGUE CHAMPIONS,0.8172,EPL,Liverpool,
,2020-07-09 11:22:17,Liverpool,138,452,Liverpool FC,"London, England",190,BrightonRockPod,#liverpoolfc OR #YNWA OR #LFC,"RT @TheKop_com: Give credit where credits due, Tariq Lamptey looks a very decent player with bundles of potential. #LFC https://t.co/Zcs9lf…",1281186911844028421,BrightonRockPod,0.6249,EPL,Liverpool,
,2020-07-08 20:21:09,Everton,2946,2069,Everton FC,,1,Poggymac87,#Everton OR #EFC,RT @RoperCarl: Maybe this is something that @EFC_FansForum could push the club to work with @lpoolcouncil on. Erasure of a significant cult…,1280960132600475650,Pog,0.2023,EPL,Everton,
,2020-07-08 20:20:57,Everton,4165,189,Everton FC,"London, United Kingdom",0,eyefootball,#Everton OR #EFC,#Everton #efc @Everton enter the race to sign Manchester United duo https://t.co/m3vx4Mimf3 #Jones #PhilJones… https://t.co/jJZ9CTDmVB,1280960083971710979,Eyefootball.com,0.4215,EPL,Everton,
,2020-07-08 20:20:50,Everton,182,279,Everton FC,"Liverpool, England",4,Neilo_m,#Everton OR #EFC,RT @RoperCarl: If you want stop the erasure of #Everton FC from the city’s cultural landscape and get involved in the #EvertonMuralProject…,1280960051713376256,Neil Martin,-0.2263,EPL,Everton,
,2020-07-08 20:20:48,Everton,1521,1310,Everton FC,"Kirkby, England",3,PaulCru1878,#Everton OR #EFC,RT @TheBlueRoomEFC: 🎙️ | FREE PODCAST w/@PitchFooty: Weekly - Nine Nines  @MattJFootball | @daviddownie17 | @Jim_Keoghan   🔊 https://t.co/p…,1280960043756724224,Paul Cru,0.6166,EPL,Everton,
,2020-07-08 20:20:38,Everton,800,1701,Everton FC,,3,ConnorOn95,#Everton OR #EFC,RT @TheBlueRoomEFC: 🎙️ | FREE PODCAST w/@PitchFooty: Weekly - Nine Nines  @MattJFootball | @daviddownie17 | @Jim_Keoghan   🔊 https://t.co/p…,1280960002065399811,Connor O'Neill,0.6166,EPL,Everton,
,2020-07-08 20:20:38,Everton,4567,3624,Everton FC,Kiiiiiiiiirkby,3,FalconBluesTV,#Everton OR #EFC,RT @TheBlueRoomEFC: 🎙️ | FREE PODCAST w/@PitchFooty: Weekly - Nine Nines  @MattJFootball | @daviddownie17 | @Jim_Keoghan   🔊 https://t.co/p…,1280960001180348416,Falcon Blues TV,0.6166,EPL,Everton,
,2020-07-08 20:20:23,Everton,18237,2858,Everton FC,L4,3,TheBlueRoomEFC,#Everton OR #EFC,🎙️ | FREE PODCAST w/@PitchFooty: Weekly - Nine Nines  @MattJFootball | @daviddownie17 | @Jim_Keoghan   🔊… https://t.co/r3W6Ftgt8Y,1280959941751209991,THE BLUE ROOM,0.6166,EPL,Everton,
,2020-07-08 20:17:44,Everton,18,0,Everton FC,,0,SiteSurebets,#Everton OR #EFC,"Football Betting Tips Today - 09 July 2020 - Premier League, La Liga Predictions https://t.co/9gnPdPt4wl Telegram:… https://t.co/slQPcWZ3bE",1280959272571076616,SureBets,0.0,EPL,Everton,
,2020-07-08 20:17:27,Everton,312,310,Everton FC,,33,richardwiddows,#Everton OR #EFC,RT @Everton: Thursday: #EVESOU ⚽️ Friday: New @dmasmusic album drops 🎶  @TommyODell9 and co. have taken over our official @Spotify playlist…,1280959203960635398,Richard Widdows,0.0,EPL,Everton,
,2020-07-08 20:17:10,Everton,2946,2069,Everton FC,,12,Poggymac87,#Everton OR #EFC,RT @RoperCarl: Pretty soon being an #Everton fan walking round the city centre is going to feel the same as a Catholic walking down the Sha…,1280959129994092545,Pog,0.6705,EPL,Everton,
,2020-07-08 20:16:42,Everton,130,693,Everton FC,"Middleton, England",0,thefruitboiler,#Everton OR #EFC,For 10% off. Use code : FRUIT https://t.co/ybHUs3mIaI #ManchesterUnited #MUFC #ManchesterCity #MCFC #Liverpool #LFC… https://t.co/KJYQHyOp2e,1280959012209639425,FruitBoiler,0.0,EPL,Everton,
,2020-07-08 20:15:18,Everton,2946,2069,Everton FC,,4,Poggymac87,#Everton OR #EFC,RT @RoperCarl: If you want stop the erasure of #Everton FC from the city’s cultural landscape and get involved in the #EvertonMuralProject…,1280958660475265029,Pog,-0.2263,EPL,Everton,
,2020-07-08 20:15:13,Everton,100,183,Everton FC,,4,JJ4shaw,#Everton OR #EFC,"RT @PaulHayes3: Hi @richarlison97, any chance of giving my little boy Antonio a birthday message from yourself and big Yerry? He is half Co…",1280958641219174407,Joe Forshaw,0.5267,EPL,Everton,
,2020-07-08 20:11:52,Everton,66,136,Everton FC,"Stoke-on-Trent, England",6,EatonF,#Everton OR #EFC,"RT @TheGwladysSt: Can someone explain to me what has happened to Beni Baningime? Him, Lookman and Vlasic looked like the only silver-lining…",1280957794938691588,Fiona Eaton,0.3612,EPL,Everton,
,2020-07-08 20:11:50,Everton,846,1973,Everton FC,"Southampton, England",2,dedicatedfan_04,#Everton OR #EFC,"RT @SouthamptonFC: ✅✅❓  A look at the key numbers, presented by @eToro, as #SaintsFC look to continue their good form at #EFC: https://t.co…",1280957788303364096,sammysaint21❤️😇,0.4404,EPL,Everton,
,2020-07-08 20:09:59,Everton,1234,1359,Everton FC,"North West, England",1,TMawd64,#Everton OR #EFC,"RT @Fanscapes1: Totally different era/different game but real story was recognition you win your battles, support team mates &amp; have powerfu…",1280957324568530946,Tony M.,0.7469,EPL,Everton,
,2020-07-08 20:06:58,Everton,258,410,Everton FC,,322,Bartholomew53,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280956565361766400,paddy,0.7003,EPL,Everton,
,2020-07-08 20:06:39,Everton,258,410,Everton FC,,4,Bartholomew53,#Everton OR #EFC,RT @UHTPodcast: Don't forget to get involved with our @hummel1923 training shirt giveaway  RT the original tweet to enter  Competition clos…,1280956485405683714,paddy,0.4526,EPL,Everton,
,2020-07-08 20:06:15,Everton,305,1663,Everton FC,liverpool,1,SteStewart64,#Everton OR #EFC,"RT @bluekippercom: Everton defender, Jarrad Branthwaite(18) signed a year contract extension which keeps him at the club until June 2023. C…",1280956383282835458,Ste Stewart,0.1027,EPL,Everton,
,2020-07-08 20:06:02,Everton,394,478,Everton FC,,9,SevoPS1,#Everton OR #EFC,RT @TheGwladysSt: Everton have emerged in the race to sign Lille striker Victor Osimhen with his move to Napoli far from completed as it st…,1280956327288848385,Mike Syphon,0.0,EPL,Everton,
,2020-07-08 20:04:42,Everton,138,423,Everton FC,sedang terkunci di BERAU...!!!,2,leopardies,#Everton OR #EFC,"RT @SouthamptonFC: ✅✅❓  A look at the key numbers, presented by @eToro, as #SaintsFC look to continue their good form at #EFC: https://t.co…",1280955994105761793,Λdi samudrΛ,0.4404,EPL,Everton,
,2020-07-08 20:04:05,Everton,593,1901,Everton FC,"South West, England",0,gareth73800214,#Everton OR #EFC,FFS that gobshite quek is on masterchef I hope there is an accident with some boing water #EFC,1280955837796831233,the great gareth,-0.694,EPL,Everton,
,2020-07-08 20:03:56,Everton,1207855,260,Everton FC,"St Mary's Stadium, Southampton",2,SouthamptonFC,#Everton OR #EFC,"✅✅❓  A look at the key numbers, presented by @eToro, as #SaintsFC look to continue their good form at #EFC: https://t.co/l05bkf3XPh",1280955801918734344,Southampton FC,0.4404,EPL,Everton,
,2020-07-08 20:03:48,Everton,347,544,Everton FC,,2,seangrevo,#Everton OR #EFC,RT @WilliamHill: English top-flight sides to have five different players score at least 10 league goals in a season:   Everton in 1984-85:…,1280955767970058241,sean mcgreavy,0.0,EPL,Everton,
,2020-07-08 20:02:07,Everton,964,1068,Everton FC,,2,LiamConnor_7,#Everton OR #EFC,RT @WilliamHill: English top-flight sides to have five different players score at least 10 league goals in a season:   Everton in 1984-85:…,1280955344362131464,Liam,0.0,EPL,Everton,
,2020-07-08 20:02:02,Everton,11,37,Everton FC,United Kingdom,0,Dave55Gill,#Everton OR #EFC,"@TheGwladysSt It would be embarrassing signing him, backwards step for #EFC https://t.co/w4BIFijgG8",1280955322585284610,David Gill,-0.3818,EPL,Everton,
,2020-07-08 20:00:03,Everton,2867,5002,Everton FC,,322,lfcvicki,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280954823391825923,Victoria Connolly,0.7003,EPL,Everton,
,2020-07-08 19:58:42,Everton,305,1663,Everton FC,liverpool,2,SteStewart64,#Everton OR #EFC,RT @TOFnews: Report: Moyes could battle Everton and West Brom for £75k-a-week England international - https://t.co/XYgYwSjh5l #EvertonFC #E…,1280954483997134849,Ste Stewart,-0.3818,EPL,Everton,
,2020-07-08 19:58:23,Everton,305,1663,Everton FC,liverpool,1,SteStewart64,#Everton OR #EFC,RT @TOFnews: Report: Everton could snatch £55m star from Ancelotti's old club amid Ibrahimovic comparisons - https://t.co/WfswxeR9dS #Evert…,1280954403252469761,Ste Stewart,0.0,EPL,Everton,
,2020-07-08 19:57:13,Everton,219223,33,Everton FC,,2,WilliamHill,#Everton OR #EFC,English top-flight sides to have five different players score at least 10 league goals in a season:   Everton in 19… https://t.co/s9dQcd7ZvA,1280954108321595393,William Hill,0.0,EPL,Everton,
,2020-07-08 19:57:08,Everton,305,1663,Everton FC,liverpool,1,SteStewart64,#Everton OR #EFC,"RT @TOFnews: Arsenal, Everton keen on €30 million rated 23-year-old Spanish defender - https://t.co/q2Wm8G1S4g #EvertonFC #EFC https://t.co…",1280954089464045574,Ste Stewart,0.4404,EPL,Everton,
,2020-07-08 19:56:05,Everton,57,310,Everton FC,"Kendal, Indonesia",20,akhmadsasuiii,#Everton OR #EFC,RT @LFCHistoryShow: The Peoples FA Cup final of 1989. Not long after Hillsboro the fans of Liverpool and Everton travelled to Wembley toget…,1280953825193455616,Inuk,0.0,EPL,Everton,
,2020-07-08 19:53:51,Everton,229,861,Everton FC,"Barnsley, England",33,KobyGreenwood,#Everton OR #EFC,RT @Everton: Thursday: #EVESOU ⚽️ Friday: New @dmasmusic album drops 🎶  @TommyODell9 and co. have taken over our official @Spotify playlist…,1280953263777603588,Koby Greenwood,0.0,EPL,Everton,
,2020-07-08 19:53:00,Everton,41536,637,Everton FC,United Kingdom,0,DailyStar_Sport,#Everton OR #EFC,Everton boss Carlo Ancelotti fires back at Gary Neville over Gylfi Sigurdsson   @cmckennasport | #EFC   https://t.co/Vbq1UznDJl,1280953047774924801,Daily Star Sport,0.0,EPL,Everton,
,2020-07-08 19:52:19,Everton,305,1663,Everton FC,liverpool,17,SteStewart64,#Everton OR #EFC,"RT @thetoffees_com: My Line Up for Southampton 👇  - Drop Gylfi, Iwobi &amp; Davies - Bring in Kean &amp; Gordon - Hope Holgate is fit &amp; move him in…",1280952875804438530,Ste Stewart,0.5106,EPL,Everton,
,2020-07-08 19:51:54,Everton,305,1663,Everton FC,liverpool,12,SteStewart64,#Everton OR #EFC,"RT @Everton: 📺 | The Matchday Programme: #EVESOU edition. ⏯️  Our latest pre-match show features @MrAncelotti, Tom Davies, @LucasDigne, Dav…",1280952773287215105,Ste Stewart,0.0,EPL,Everton,
,2020-07-08 19:51:35,Everton,884,1560,Everton FC,"Liverpool, England",3,HanJFarrell,#Everton OR #EFC,"RT @TheRobVera: Just recorded an XL episode of Kick About with @HanJFarrell and @MichaelDeAsha. Chili cheese fries/nachos, Spurs match and…",1280952692307906560,Hannah Farrell,0.0,EPL,Everton,
,2020-07-08 19:51:08,Everton,232,772,Everton FC,,2,limparsleftpeg,#Everton OR #EFC,"RT @ObstructedView9: Love this picture, for no particular reason 🤷🏻‍♂️💙 #EFC https://t.co/qqmFOBrl0Z",1280952578344394770,tabbycat,0.4588,EPL,Everton,
,2020-07-08 19:51:03,Everton,92,2403,Everton FC,,322,RVicki77,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280952558836764687,ScouseBird77,0.7003,EPL,Everton,
,2020-07-08 19:50:28,Everton,12202,13650,Everton FC,Everton,0,TOFnews,#Everton OR #EFC,'Unsellable': Director rules out Everton or Tottenham move for £25m star - https://t.co/nbCyj88913 #EvertonFC #EFC https://t.co/XgDTmJv4XE,1280952410752483328,Toffee News,0.0,EPL,Everton,
,2020-07-08 19:50:10,Everton,312,310,Everton FC,,12,richardwiddows,#Everton OR #EFC,"RT @Everton: 📺 | The Matchday Programme: #EVESOU edition. ⏯️  Our latest pre-match show features @MrAncelotti, Tom Davies, @LucasDigne, Dav…",1280952336668659712,Richard Widdows,0.0,EPL,Everton,
,2020-07-08 19:47:59,Everton,634,122,Everton FC,"Liverpool, England",0,EvertonFcFanz,#Everton OR #EFC,@lfcchrisc New Everton  Fan Page Please follow / Retweet/like   #nsno   #EFC,1280951785608351744,Everton Fc Fans,0.5574,EPL,Everton,
,2020-07-08 19:47:40,Everton,634,122,Everton FC,"Liverpool, England",0,EvertonFcFanz,#Everton OR #EFC,@infobetting New Everton  Fan Page Please follow / Retweet/like   #nsno   #EFC,1280951707904757761,Everton Fc Fans,0.5574,EPL,Everton,
,2020-07-08 19:46:33,Everton,1297,671,Everton FC,"NEU Regional Office, Gateshead",4,ABl8MAC,#Everton OR #EFC,RT @RoperCarl: If you want stop the erasure of #Everton FC from the city’s cultural landscape and get involved in the #EvertonMuralProject…,1280951426634694658,Mike McDonald 🍔🔰☘️,-0.2263,EPL,Everton,
,2020-07-08 19:45:07,Everton,828,1389,Everton FC,"Newbury, England",1,Fanscapes1,#Everton OR #EFC,"Totally different era/different game but real story was recognition you win your battles, support team mates &amp; have… https://t.co/Bvb28Dt8rr",1280951066776010756,Fanscapes,0.7469,EPL,Everton,
,2020-07-08 19:43:56,Everton,1955,61,Everton FC,kuwait,1,kuwaitfalcons,#Everton OR #EFC,"RT @ADIHEX: #Sustainability and #Heritage... A Reborn Aspiration The theme of the 18th edition of #ADIHEX, organized under the patronage of…",1280950765943689223,kuwaitfalcons,0.0,EPL,Everton,
,2020-07-08 19:43:47,Everton,3227,93,Everton FC,Abu Dhabi,1,ADIHEX,#Everton OR #EFC,"#Sustainability and #Heritage... A Reborn Aspiration The theme of the 18th edition of #ADIHEX, organized under the… https://t.co/Yo8enmQEtf",1280950729751040000,ADIHEX,0.0,EPL,Everton,
,2020-07-08 19:43:39,Everton,5868,5182,Everton FC,England,0,Everton_Fanly,#Everton OR #EFC,"David Silva 9/10, Jesus 8/10 as Man City smash five past Newcastle #EFC  https://t.co/QJftxbZWOQ https://t.co/U04iU1v3JA",1280950694850289665,Everton Report,0.0,EPL,Everton,
,2020-07-08 19:42:13,Everton,547,2768,Everton FC,London,322,clayclaytheone,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280950335683649536,Clayton Sampere,0.7003,EPL,Everton,
,2020-07-08 19:41:59,Everton,241,4657,Everton FC,,322,lfcchrisc,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280950276715921412,Chris Connolly,0.7003,EPL,Everton,
,2020-07-08 19:38:54,Everton,17,286,Everton FC,,16,LojoUxio,#Everton OR #EFC,RT @SouthamptonFC: Illuminating St Mary's back in 2️⃣0️⃣1️⃣9️⃣...  Who remembers this @Prowsey16 stunner against #EFC? 🔥 https://t.co/KNisn…,1280949498739597312,Uxío Lojo,0.0,EPL,Everton,
,2020-07-08 19:38:47,Everton,507,346,Everton FC,   ,9,RealLiFur,#Everton OR #EFC,RT @TheGwladysSt: Everton have emerged in the race to sign Lille striker Victor Osimhen with his move to Napoli far from completed as it st…,1280949469396324355,Li.,0.0,EPL,Everton,
,2020-07-08 19:35:51,Everton,795,932,Everton FC,,5,Hiddenfox97,#Everton OR #EFC,"RT @LCFCFamily: Calling all #AstonVilla #Bournemouth, #Brighton, #Burnley #Palace, #Everton, #Newcastle, #Norwich, #Saints, #SheffUtd, #Wat…",1280948731467182082,Greg😎,0.0,EPL,Everton,
,2020-07-08 19:35:36,Everton,12202,13650,Everton FC,Everton,0,TOFnews,#Everton OR #EFC,"The latest on Everton trio Holgate, Walcott &amp; Sidibe ahead of Southampton - https://t.co/OBJ4zf5eHp #EvertonFC #EFC https://t.co/7N5veoSUc7",1280948671195099137,Toffee News,0.0,EPL,Everton,
,2020-07-08 19:34:58,Everton,398,963,Everton FC,Liverpool,4,Pro_crastinator,#Everton OR #EFC,RT @RoperCarl: If you want stop the erasure of #Everton FC from the city’s cultural landscape and get involved in the #EvertonMuralProject…,1280948512281296898,DixieDean,-0.2263,EPL,Everton,
,2020-07-08 19:34:55,Everton,684,653,Everton FC,Chesterfield,0,adyady14,#Everton OR #EFC,@LawaLaura @talkSPORT @talkSPORTDrive Anyone but him.... #EFC   https://t.co/qVTwg1QZX3,1280948499341770752,Adrian Egley,0.0,EPL,Everton,
,2020-07-08 19:33:43,Everton,149,872,Everton FC,North West UK,322,FitzyJill,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280948195116429312,JillyF,0.7003,EPL,Everton,
,2020-07-08 19:31:23,Everton,204,411,Everton FC,"Welwyn Garden City, East",9,Tez914,#Everton OR #EFC,RT @TheGwladysSt: Everton have emerged in the race to sign Lille striker Victor Osimhen with his move to Napoli far from completed as it st…,1280947607657951232,Terry Cousins,0.0,EPL,Everton,
,2020-07-08 19:30:30,Everton,3002,2956,Everton FC,"Liverpool, England",14,ScribblerBlue,#Everton OR #EFC,"RT @ToffeeTVEFC: Beni Baningime has played at Stamford Bridge, played in a Merseyside Derby &amp; has experience playing Behind Closed Doors. C…",1280947386609815552,Royal Blue Scribbler,0.6808,EPL,Everton,
,2020-07-08 19:28:11,Everton,3002,2956,Everton FC,"Liverpool, England",17,ScribblerBlue,#Everton OR #EFC,"RT @thetoffees_com: My Line Up for Southampton 👇  - Drop Gylfi, Iwobi &amp; Davies - Bring in Kean &amp; Gordon - Hope Holgate is fit &amp; move him in…",1280946802221596672,Royal Blue Scribbler,0.5106,EPL,Everton,
,2020-07-08 19:27:11,Everton,1835,1528,Everton FC,Ilkeston born and bred ,20,VeganJase,#Everton OR #EFC,RT @LFCHistoryShow: The Peoples FA Cup final of 1989. Not long after Hillsboro the fans of Liverpool and Everton travelled to Wembley toget…,1280946550903058433,Jason.,0.0,EPL,Everton,
,2020-07-08 19:26:57,Everton,409,316,Everton FC,,0,JWEFC1878,#Everton OR #EFC,Malang Sarr on a free anyone? #Everton,1280946493852180485,JWEFC1878,0.5106,EPL,Everton,
,2020-07-08 19:24:02,Everton,398,963,Everton FC,Liverpool,1,Pro_crastinator,#Everton OR #EFC,RT @RoperCarl: Dear @HowardsWayFilm wouldn’t it be great to have a Howard Kendall #Everton mural somewhere in the city centre?  #EvertonMur…,1280945761384103943,DixieDean,0.7717,EPL,Everton,
,2020-07-08 19:23:51,Everton,623,582,Everton FC,,267,El_muhammady01,#Everton OR #EFC,RT @Hxnz99: All 15 goals v Arsenal (most ever) - @WayneRooney.  The Bogeyman. #mufc #efc https://t.co/uVXFfpEJww,1280945714852487169,мυнαммα∂,0.0,EPL,Everton,
,2020-07-08 19:22:59,Everton,210,328,Everton FC,,12,DeclanGoulbour1,#Everton OR #EFC,RT @RoperCarl: Pretty soon being an #Everton fan walking round the city centre is going to feel the same as a Catholic walking down the Sha…,1280945495033159680,Declan,0.6705,EPL,Everton,
,2020-07-08 19:22:29,Everton,4208,4741,Everton FC,Isle of Man,0,GazQuaggan,#Everton OR #EFC,“I’m not getting out of bed until we’ve qualified for Europe...!! 😴🐶⚽️🤪 #isleofman #manx #dog #dogsofinstagram… https://t.co/FKlsT0CoVZ,1280945371053731840,Gaz Quaggan,0.0,EPL,Everton,
,2020-07-08 19:22:27,Everton,32,127,Everton FC,,6,Dave34369617,#Everton OR #EFC,"RT @TheGwladysSt: Can someone explain to me what has happened to Beni Baningime? Him, Lookman and Vlasic looked like the only silver-lining…",1280945362451267584,Dave taco72,0.3612,EPL,Everton,
,2020-07-08 19:22:24,Everton,4868,5350,Everton FC,E:efctravel@outlook.com. T:01515462624,4,toffeesineurope,#Everton OR #EFC,"RT @PaulHayes3: Hi @richarlison97, any chance of giving my little boy Antonio a birthday message from yourself and big Yerry? He is half Co…",1280945346634567681,Toffees in Europe,0.5267,EPL,Everton,
,2020-07-08 19:21:38,Everton,242,175,Everton FC,#FLINT raised / LA Living,0,erikveenhuis,#Everton OR #EFC,"I think we need to see Kean, Richarlson, Calvert-Lewin, and Gordon in every starting lineup from here on forward barring an injury.  #EFC",1280945154493317120,Erik Veenhuis,-0.4215,EPL,Everton,
,2020-07-08 19:19:15,Everton,749,2198,Everton FC,Wigan,322,latenightblues,#Everton OR #EFC,RT @UHTPodcast: 🔵⚪🔵WIN AN EVERTON TRAINING SHIRT OF YOUR CHOICE 🔵⚪🔵  RT for your chance to win one of the newly released Hummel training sh…,1280944556536737794,Alan,0.7003,EPL,Everton,
,2020-07-08 19:19:08,Everton,32,127,Everton FC,,2,Dave34369617,#Everton OR #EFC,"RT @ObstructedView9: Love this picture, for no particular reason 🤷🏻‍♂️💙 #EFC https://t.co/qqmFOBrl0Z",1280944525494583298,Dave taco72,0.4588,EPL,Everton,
,2020-07-08 19:17:46,Everton,2277,2456,Everton FC,"Liverpool, Merseyside",12,ScottyTMJ,#Everton OR #EFC,RT @RoperCarl: Pretty soon being an #Everton fan walking round the city centre is going to feel the same as a Catholic walking down the Sha…,1280944182308352000,Anthony Scotland,0.6705,EPL,Everton,
