created_at,author_id,Tweet Point,Follows,Likes,text,keyword,label,unofficial,retweet_count
2022-09-13T20:48:25.000Z,1.56759890012264E+18,-0.4767,563.0,1163.0,QNT has obliterated the  50 resistance with absolutely minimal volume   120 incoming        BTC  XRP  inflation   ETH  UNI  ADA  Qatar2022   DOT  ALGO  WWDC22   HBAR,qatar2022,1.0,0.0,75
2022-09-13T20:29:21.000Z,1.24565862170416E+18,0.8402,652.0,137.0,FIFA 2022 QATAR   via  YouTube  Short Travelog on FIFA 2022 QATAR  Amazing Build up to an Expected Best Ever FIFA  In Sha Allah    Qatar2022  FIFA22  mofaqatar  MOD Qatar  MOI Qatar  MofaQatar EN  Qatar Edu  qatarairways  AJEnglish  QFA EN  AaliaSid12,qatar2022,1.0,0.0,48
2022-09-13T20:27:20.000Z,32401025.0,0.2944,1299.0,1108.0,Quite interesting  this  the IOC singularly failing to monetise the wealthy Middle East       sportsbiz  Olympics  qatar2022  media  Gulf   paris2024  Tokyo  Inagaki7K,qatar2022,1.0,0.0,147
2022-09-13T20:25:34.000Z,2213082459.0,0.0,266.0,159.0,This goal from  KudusMohammedGH is simply a masterclass  He has earned and lived up to his  GhanaBlackstars call up with his blistering match after match performances   Qatar2022 here we come     Kudus  blackstars  LIVAJX,qatar2022,1.0,0.0,5
2022-09-13T20:25:08.000Z,2792680939.0,0.7096,106.0,187.0,At Lusail Cup profissional organization was noticed  clear guidance boards were in the metro   amp  it continued to work until dawn  Haya card holders used the metro for free  chapels were everywhere  kiosks continued to work even after the end of the match   Qatar2022  WorldCup2022,qatar2022,1.0,0.0,428
2022-09-13T20:18:10.000Z,75156417.0,-0.4939,57.0,78.0,Shameful  Qatar  Qatar2022  WorldCup2022,qatar2022,1.0,0.0,0
2022-09-13T20:15:50.000Z,1.56177313156761E+18,0.0,263.0,304.0,Scientists from Qatar University revealed an artificial cloud that shades the fans and players in the preparations for the 2022 World Cup  Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T20:14:07.000Z,1.56177190246467E+18,0.0,4216.0,562.0,Scientists from Qatar University revealed an artificial cloud that shades the fans and players in the preparations for the 2022 World Cup  Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T20:11:31.000Z,1.56177260304765E+18,0.0,159.0,274.0,Scientists from Qatar University revealed an artificial cloud that shades the fans and players in the preparations for the 2022 World Cup  Qatar2022,qatar2022,1.0,0.0,40
2022-09-13T20:10:32.000Z,1.5617691327644E+18,0.0,279133.0,2234.0,Scientists from Qatar University revealed an artificial cloud that shades the fans and players in the preparations for the 2022 World Cup  Qatar2022,qatar2022,1.0,0.0,1
2022-09-13T20:08:59.000Z,1483530175.0,0.5859,857.0,4992.0,Doha is the first Arab capital in history to host the World Cup  Huge stadiums ready to receive large numbers of fans and spectators   Qatar2022   FIFAWorldCupQatar2022,qatar2022,1.0,0.0,176
2022-09-13T20:06:59.000Z,28966660.0,0.0,613.0,429.0,FIFA World Cup Qatar    2022 Countdown  68 Days before it all kicks off    FIFAWorldCup  Qatar2022,qatar2022,1.0,0.0,147
2022-09-13T20:06:52.000Z,3104154947.0,0.2477,2244.0,773.0,The Ghanaian boys     Sowah and Mohammed Kudus making us all proud   Uruguay  Portugal and South Korea are not ready  Qatar2022  UCL,qatar2022,1.0,0.0,0
2022-09-13T20:04:10.000Z,1.21223498900732E+18,-0.4588,72.0,278.0,Anfield s minute of silence for The Queen abandoned after 30 40 seconds states journalist    breakingnews  bbcnews  bbc  FIFAWorldCup  Qatar2022  qatarnews  QueenElizabeth  bbnaija,qatar2022,1.0,0.0,1
2022-09-13T20:03:35.000Z,1.43765465690626E+18,0.0759,281.0,229.0,With the leaked news that  Pefok won t be in the Sept  roster  I have to agree with  MicheleG3     Berhalter s philosophy has always been system fit  gt  individual players  There are plenty who might not agree with it  but GGG has been consistent in this regard   USMNT  Qatar2022,qatar2022,1.0,0.0,147
2022-09-13T20:01:29.000Z,1.54845135175916E+18,0.9286,194.0,1448.0,Reuters Who cares   Let s celebrate the world Cup Qatar2022,qatar2022,1.0,0.0,151
2022-09-13T19:55:06.000Z,1495916821.0,0.6239,420.0,283.0,Qatar2022 here we come   Africa has to win it   FIFA22  FIFA  CAF  Liverpool  ChampionsLeague  Chelsea  Arsenal  ManchesterUnited,qatar2022,1.0,0.0,0
2022-09-13T19:52:56.000Z,1.48456611909675E+18,0.8655,536.0,402.0,SmurfsINU     Kucoin listing loading   Live on  Binance   Chart      Giveaway 5  BUSD  to everyone  Retweet   amp  Quete with    SmurfsINU   When  gateio    and add your  BSC  adress    DeFi  BabyDogeSwap  MEXC  FTX  BitMart  AstarNetwork  Qatar2022,qatar2022,1.0,0.0,176
2022-09-13T19:45:48.000Z,1.28316689297544E+18,0.7003,537.0,583.0,Mohammed Kudos                                           I repeat Qatar    should watch out for this young lad hungry  Qatar2022    LIVAJX  UCL,qatar2022,1.0,0.0,112
2022-09-13T19:42:43.000Z,1.54482321783938E+18,0.9201,97.0,458.0,You don t need a silver fork to eat good food       If you have good food  people will come to your restaurant     Nothing brings people together like good food and a good restaurant  qatarmallu  restaurant  qatar  Qatar2022,qatar2022,1.0,0.0,176
2022-09-13T19:38:53.000Z,1.56874218862804E+18,0.2263,10774.0,1365.0,With  KUDUS we are okay in  Qatar2022,qatar2022,1.0,0.0,657
2022-09-13T19:32:35.000Z,1.34482365575535E+18,0.3612,464.0,1415.0,The world should be ready for the  BlackStars  FIFAWorldCup  Qatar2022  SaddickAdams,qatar2022,1.0,0.0,19
2022-09-13T19:32:15.000Z,91163520.0,0.6369,7373.0,4002.0,According to Navad  Javad Nekounam has put a condition for accepting the assistant managerial job with Carlos Queiroz at  Qatar2022   It is reported that Javad will only accept the position if he is guaranteed the head coaching job after the World Cup,qatar2022,1.0,0.0,0
2022-09-13T19:31:14.000Z,1.53600202526318E+18,0.0,251.0,648.0,First up for my little World Cup  Qatar2022 project is  Mexico  miseleccionmxEN,qatar2022,1.0,0.0,176
2022-09-13T19:30:48.000Z,1.56147305945381E+18,0.0,194.0,1448.0,Scientists from Qatar University revealed an artificial cloud that shades the fans and players in the preparations for the 2022 World Cup  Qatar2022,qatar2022,1.0,0.0,1251
2022-09-13T19:30:38.000Z,1879444645.0,0.34,3216.0,3291.0,ElTri Manager Gerardo  Tata  Martino announced a roster of 31 players who will play against Peru  amp  Colombia in Santa Clara  California  Ochoa  Guardado  Lozano  Herrera  and Jim nez Headline Mexico s Roster for the upcoming  MexTour just weeks before  FIFAWorldCup  Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T19:29:32.000Z,201355462.0,0.5423,102.0,417.0,Kudus to lead Ghana to World Cup glory  Qatar2022  UCL  LIVAJX,qatar2022,1.0,0.0,12
2022-09-13T19:19:08.000Z,325763009.0,0.4939,70.0,466.0,11 European players included in the call up for the next 2 friendlies   We re coming down to the wire for the final roster for Qatar      Thoughts      ElTriEng  Qatar2022  Mexico,qatar2022,1.0,0.0,190
2022-09-13T19:13:23.000Z,175206233.0,0.6369,305.0,193.0,Her me out  BTSxShakira   The best fifa World Cup song  Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T19:11:57.000Z,1.1264353043894E+18,-0.8221,4752.0,891.0,Chantal Biya s journalist  Enanga Kebbi  dies   Meme  Military kills two Amba fighters  destroys camp in Mbonge  The Guardian Post Edition No  2566 of Wednesday September 14  2022   theguardianpost  EndAnglophoneCrisis   Qatar2022,qatar2022,1.0,0.0,147
2022-09-13T19:10:09.000Z,1.54446808518019E+18,0.3802,3.0,66.0,We count on you       Arab  Tunisia  Lebanon  Egypt  Irak  Syria  Palestine  Qatar2022  UAE  Jordan  Morocco  ksa  Bahrain  Sudan  Libya  Mauritania  Yemen,qatar2022,1.0,0.0,0
2022-09-13T19:08:56.000Z,3253879915.0,0.4898,883.0,471.0,Our California  Qatar2022 send off roster is here  Incondicionales           Buckle up as we re facing     amp     on September 24th and 27th        MEXTOUR    SomosLocales,qatar2022,1.0,0.0,627
2022-09-13T19:07:48.000Z,16617077.0,0.0,26.0,66.0,Gregg Berhalter roster reveal at 11am ET tomorrow   USMNT  WorldCup2022  Qatar2022,qatar2022,1.0,0.0,147
2022-09-13T19:06:27.000Z,9.28147406310576E+17,0.7845,883.0,471.0,Md Mohin    mohin6957  Dubai  Kuwait  Bangladesh  Dhaka  Chandpur  beautiful  Beautifulasian  Qatar2022  QatarNews  Oman  Xiaomi  TrendingNow  cute,qatar2022,1.0,0.0,657
2022-09-13T19:05:00.000Z,1.48928631863087E+18,0.8121,300.0,364.0,I m not happy a guy lost his job  But if this means more opportunity for Christian  then it s positive because he s a guy that s proven that he can perform at that level      Gregg Berhalter      USMNT    cpulisic 10    Qatar2022,qatar2022,1.0,0.0,1
2022-09-13T19:04:05.000Z,1.21223498900732E+18,0.0,17.0,115.0,Video  Ajax fans perform loud rendition of Bob Marley s  Three Little Birds  inside Anfield    breakingnews  bbcnews  bbc  FIFAWorldCup  Qatar2022  qatarnews  QueenElizabeth  bbnaija,qatar2022,1.0,0.0,206
2022-09-13T18:59:03.000Z,1.28159342178282E+18,0.4939,4.0,155.0,Cameroon    manager Rigobert Song s list of players for the the Indomitable Lions  final friendlies ahead of Qatar 2022 left many questions to be answered  See Song s squad and read more on the selection     Cameroon  Qatar2022  WorldCup2022  football,qatar2022,1.0,0.0,627
2022-09-13T18:56:24.000Z,1.28159342178282E+18,0.0,103.0,140.0,Tunisia    will have many familiar faces in their squad and a couple of new players when the Carthage Eagles wrap up  Qatar2022 preparations with exhibitions against Comoros and Brazil  See the full list of players below      Tunisia  WorldCup2022  Africa,qatar2022,1.0,0.0,147
2022-09-13T18:53:46.000Z,150506428.0,0.0,560.0,447.0,Last Call    atuladoenqatar  viajacondrim  drimviajes  qatar2022  FIFAWorldCupQatar2022  football  futbol  mundial  sports  Qatar  travel  worldcup  fifa,qatar2022,1.0,0.0,3
2022-09-13T18:49:37.000Z,1.43765465690626E+18,-0.34,23.0,68.0,We know what s coming  and say what you will about the kits   The set design for this reveal is absolute     USMNT  Qatar2022  USSF  Nike,qatar2022,1.0,0.0,0
2022-09-13T18:46:37.000Z,208995765.0,0.0,1.0,63.0,13 airlines to operate from Doha International Airport from September 15     Qatar  DohaInternationalAirport  Aviation  Flights  Travel  FIFAWorldCupQatar2022  Qatar2022  QWC2022  FIFAWorldCup  QatarNews  QatarDay,qatar2022,1.0,0.0,0
2022-09-13T18:46:24.000Z,1.19351226189943E+18,0.0,864.0,519.0,DMontalvan Do these things still happen in  fifa   ByronCastillo  Ecuador  Qatar2022  FIFAWorldCupQatar2022,qatar2022,1.0,0.0,206
2022-09-13T18:42:02.000Z,153485053.0,0.25,347.0,410.0,Hearing Thursday will decide if Ecuador plays at  Qatar2022  of if Chile is given spot over its claim that Ecuador fielded ineligible player in qualifying rounds,qatar2022,1.0,0.0,147
2022-09-13T18:37:34.000Z,91360498.0,0.4939,189.0,758.0,USSoccer will make an official announcement on the  USMNT s roster for its final two friendlies prior to the  WorldCup at 11 a m  ET Wednesday    Qatar22  Qatar2022,qatar2022,1.0,0.0,176
2022-09-13T18:35:32.000Z,364300642.0,0.611,17.0,91.0,This is making waves but guys we need more support   BloggingGhana  blacksherif   kwadwosheldon  onua zionfelix  PulseGhana  ghkwaku1  sarkodie  SouthwestAir  diamondplatnumz  harmonize tz  BrunoMars  burnaboy  wizkidayo  davido  Qatar2022  GhanaMusic  ponobiom,qatar2022,1.0,0.0,40
2022-09-13T18:34:07.000Z,1.23675450309074E+18,0.0,518.0,1044.0,FIFA WORLD CUP Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T18:27:26.000Z,1.48192252099153E+18,-0.4767,67.0,72.0,QNT has obliterated the  50 resistance with absolutely minimal volume   120 incoming        BTC  XRP  inflation   ETH  UNI  ADA  Qatar2022   DOT  ALGO  WWDC22   HBAR,qatar2022,1.0,0.0,147
2022-09-13T18:16:09.000Z,128904010.0,0.6486,82233.0,2397.0,It s all go   qatar2022 World Cup  Crew needed urgently  Excellent rates  Video and Audio techs initially  but will expand to wider prod roles  in due course   Get yourself registered on   and and we can start fulfilling these initia,qatar2022,1.0,0.0,2
2022-09-13T18:13:31.000Z,1.23241452056543E+18,0.4767,357.0,593.0,FIFA World Cup Qatar 2022  Vincent Aboubakar confirms the readiness of the Cameroon team to surprise everyone in the World Cup    FIFAWorldCup  Qatar2022  World Cup 2022,qatar2022,1.0,0.0,40
2022-09-13T18:11:05.000Z,1.52960754167136E+18,0.4767,74420.0,514.0,barstoolsports Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,2
2022-09-13T18:10:35.000Z,1.52960754167136E+18,0.4767,118.0,122.0,laaficion Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,176
2022-09-13T18:10:08.000Z,1.52960754167136E+18,0.4767,176.0,889.0,elpaisuy Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,42
2022-09-13T18:09:29.000Z,1.52960754167136E+18,0.4767,62031.0,52264.0,The champion would be Ghana,qatar2022,1.0,0.0,0
2022-09-13T18:09:17.000Z,1.52960754167136E+18,0.4767,1.0,28.0,viapaiscomar Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,147
2022-09-13T18:09:03.000Z,1.52960754167136E+18,0.4767,52.0,1338.0,viacordobacomar Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,368
2022-09-13T18:08:36.000Z,1.52960754167136E+18,0.4767,1134.0,1948.0,TransfersAddict Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,40
2022-09-13T18:08:06.000Z,1.52960754167136E+18,0.4767,5800.0,5986.0,orlandosports Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,4
2022-09-13T18:07:58.000Z,1.52960754167136E+18,0.4767,2252.0,1928.0,AndyVermaut Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,31
2022-09-13T18:07:28.000Z,1.52960754167136E+18,0.4767,2402.0,3491.0,peacefmonline Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,12
2022-09-13T18:07:15.000Z,1.52960754167136E+18,0.4767,23934.0,1292.0,The champion would be England,qatar2022,1.0,0.0,0
2022-09-13T18:06:55.000Z,1.52960754167136E+18,0.4767,434.0,101.0,BoycottQ2  JezierskiTomek Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,147
2022-09-13T18:06:39.000Z,1.52960754167136E+18,0.4767,64.0,1801.0,FOXSportsMX  albertolati Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,147
2022-09-13T18:06:29.000Z,1.52960754167136E+18,0.4767,478.0,264.0,minutounocom Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,181
2022-09-13T18:06:21.000Z,1.52960754167136E+18,0.4767,82.0,618.0,The champion would be England ,qatar2022,1.0,0.0,428
2022-09-13T18:06:08.000Z,1.52960754167136E+18,0.4767,370.0,613.0,SDEKenya Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,147
2022-09-13T18:05:38.000Z,1.52960754167136E+18,0.4767,1705.0,3184.0,EUCUPdotCOM Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,2
2022-09-13T18:05:27.000Z,1.52960754167136E+18,0.4767,138.0,452.0,The champion would be France,qatar2022,1.0,0.0,190
2022-09-13T18:05:04.000Z,1.52960754167136E+18,0.4767,2946.0,2069.0,Planoinforma Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,1
2022-09-13T18:04:25.000Z,1.21223498900732E+18,0.6369,4165.0,189.0,West Ham hoping to convince defender to sign one year contract extension    breakingnews  bbcnews  bbc  FIFAWorldCup  Qatar2022  qatarnews  QueenElizabeth  bbnaija,qatar2022,1.0,0.0,0
2022-09-13T18:04:13.000Z,1.52960754167136E+18,0.4767,182.0,279.0,Graphicgh Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,4
2022-09-13T18:04:03.000Z,1.52960754167136E+18,0.4767,1521.0,1310.0,StandardKenya Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol  Budweiser,qatar2022,1.0,0.0,3
2022-09-13T18:03:54.000Z,1.52960754167136E+18,0.4767,800.0,1701.0,The champion would be France,qatar2022,1.0,0.0,3
